custid|custname|city|country|territory|type|status|parentid|pname
7817|Menara Networks - TX|TX|US|AWR-CE|Enterprise|Ex-Customer|7817|Menara Networks
7828|National Taiwan University (NTU) - Department of Electrical Engineering|Taipei|TW|AWR-NI|University|On Maintenance|9255|National Taiwan University (NTU)
783|TriQuint Semiconductor - San Jose|CA|US|AWR-NW|Regional Office|On Maintenance|665|TriQuint Semiconductor
7840|Northrop Grumman - Mission Systems (dec-13)|CA|US|AWR-NW|Regional Office|Off Maintenance|1015|Northrop Grumman Systems Corporation
7845|Nujira|Cambridgeshire|GB|AWR-UK|Enterprise|On Maintenance|7845|Nujira
7848|Impinj|WA|US|AWR-NW|Enterprise|On Maintenance|7848|Impinj
7855|Embry-Riddle Aeronautical University|FL|US|AWR-NI|University|Ex-Customer|7855|Embry-Riddle Aeronautical University
786|Sierra Wireless SA|Cedex|FR|AWR-FR|Enterprise|On Maintenance|786|Sierra Wireless SA
7874|Fujikura Ltd. (dec-11)|Tokyo|JP|AWR-JP|Enterprise|Off Maintenance|7874|Fujikura Ltd. (dec-11)
788|Wireless Solutions AB (feb-03)|Sundbyberg|SE|AWR-SC|Enterprise|No Service/Support|788|Wireless Solutions AB (feb-03)
7881|National Institute of Advanced Industrial|Ibaraki|JP|AWR-JP|Enterprise|Ex-Customer|7881|National Institute of Advanced Industrial
7884|Spectral Research|CO|US|AWR-SW|Enterprise|Ex-Customer|7884|Spectral Research
7890|Link÷ping University - Department of Science and Technology (ITN) - Norrk÷ping|Norrk÷ping|SE|AWR-NI|University|Ex-Customer|10997|Link?ping University
79|BroadLogic|CA|US|AWR-NW|Enterprise|Ex-Customer|79|BroadLogic
790|Wright-Patterson Air Force Base|OH|US|AWR-NE|Enterprise|On Maintenance|790|Wright-Patterson Air Force Base
7918|Benchmark Electronics (jun-14)|Almelo|NL|AWR-BNL|Enterprise|Off Maintenance|7918|Benchmark Electronics (jun-14)
7920|EMQwave|Tullinge|SE|AWR-SC|Enterprise|On Maintenance|7920|EMQwave
7922|University of Quindio|Quindfo|CO|NI-CO|University|Ex-Customer|7922|University of Quindio
7927|Yamaha Motor Co. Ltd. - Advanced System Research Division, Research & Development Section, Technology Center (aug-07)|Shizuoka|JP|AWR-JP|Enterprise|Off Maintenance|7927|Yamaha Motor Co. Ltd.
7929|Interoperable Technologies LLC (jun-07)|FL|US|AWR-SE|Enterprise|Off Maintenance|7929|Interoperable Technologies LLC (jun-07)
7935|Sharp Corporation (dec-13)|Osaka|JP|AWR-JP|Enterprise|Off Maintenance|7935|Sharp Corporation (dec-13)
795|Xetron Corporation (jan-07)|OH|US|AWR-NE|Regional Office|Off Maintenance|1015|Northrop Grumman Systems Corporation
7951|Warsaw University of Technology - Institute of Electronic Systems|Warsaw|PL|AWR-NI|University|On Maintenance|10115|Warsaw University of Technology
7954|Rensselaer Polytechnic Institute (RPI)|NY|US|AWR-NI|University|Ex-Customer|7954|Rensselaer Polytechnic Institute (RPI)
7957|AR RF/Microwave Instrumentation|PA|US|AWR-NE|Enterprise|On Maintenance|7957|AR RF/Microwave Instrumentation
7967|Tubitak|Kocaeli|TR|ANE|Enterprise|Off Maintenance|7967|Tubitak
7975|Panasonic Healthcare Co., Ltd. (jul-13)|Ehime|JP|AWR-JP|Regional Office|Off Maintenance|9429|Panasonic
7981|L-3 Communications - Telemetry East|PA|US|AWR-NE|Regional Office|On Maintenance|9134|L-3 Communications Holdings, Inc.
799|Xidian University - School of Electrical Engineering|Xi'an|CN|AWR-NI|University|On Maintenance|799|Xidian University
7995|Cambridge RF Ltd|Cambridge|GB|AWR-UK|Enterprise|Ex-Customer|7995|Cambridge RF Ltd
8001|Fachhochschule Schmalkalden - Labor HF & MW-Technik Nachrichtentechnik|Schmalkalden|DE|AWR-NI|University|Ex-Customer|8001|Fachhochschule Schmalkalden
801|Yokogawa Electronics Corp. (jan-05)|Kanagawa|JP|AWR-JP|Enterprise|Off Maintenance|801|Yokogawa Electronics Corp. (jan-05)
8012|Helic S.A.|Athens|GR|MED|Enterprise|Partner|8012|Helic S.A.
8021|Alcatel-Lucent - Illkirch|Illkirch|FR|AWR-FR|Regional Office|On Maintenance|9021|Alcatel-Lucent
804|Yuan Ze University - Communication Engineering Department|Taoyuan|TW|AWR-NI|University|On Maintenance|804|Yuan Ze University
8041|Qinetiq Ltd. - RF Design Solutions (RFDS) (dec-12)|Worcestershire|GB|AWR-UK|Regional Office|Off Maintenance|186|Qinetiq Ltd.
8042|Qinetiq Ltd. - Communications Department|Worcestershire|GB|AWR-UK|Regional Office|Off Maintenance|186|Qinetiq Ltd.
8043|Qinetiq Ltd. - Secure Wireless Solutions  (SWS) (feb-14)|Worcestershire|GB|AWR-UK|Regional Office|Off Maintenance|186|Qinetiq Ltd.
8050|AnaPico AG|Znrich|CH|WLB|Enterprise|Ex-Customer|8050|AnaPico AG
806|ASK Industries Spa|RE|IT|MED|Enterprise|On Maintenance|806|ASK Industries Spa
8074|Nagoya Institute of Technology (mar-07)|Nagoya|JP|NI-JP|University|Ex-Customer|8074|Nagoya Institute of Technology (mar-07)
8076|KUTKM Kolej Universiti Teknikal - Elektronik & Kej Komputer|Melaka|MY|AWR-NI|University|Ex-Customer|8076|KUTKM Kolej Universiti Teknikal
8077|University College Sedaya International (UCSI)|Kuala Lumpur|MY|AWR-NI|University|Ex-Customer|8077|University College Sedaya International (UCSI)
8081|SM Wireless Solutions|Maharashtra|IN|IDA|Enterprise|Ex-Customer|8081|SM Wireless Solutions
81|Honeywell - Folsom (apr-08)|CA|US|AWR-NW|Regional Office|Off Maintenance|8870|Honeywell International Inc.
8100|Oxford Brookes University|Oxfordshire|GB|AWR-UK|University|On Maintenance|8100|Oxford Brookes University
8104|Radionor Communications AS|Trondheim|NO|AWR-SC|Enterprise|On Maintenance|8104|Radionor Communications AS
8108|AWR Corporation - SE Region|GA|US|AWR-SE|Rep|On Maintenance|8108|AWR Corporation
8118|Vellore Institute of Technology|Vellore|IN|AWR-NI|University|On Maintenance|8118|Vellore Institute of Technology
8127|University of Dayton|OH|US|Default Value|University|On Maintenance|8127|University of Dayton
8127|University of Dayton|OH|US|AWR|University|On Maintenance|8127|University of Dayton
8141|Cindy Blair (aug-06)|CA|US|AWR-NW|Enterprise|Off Maintenance|8141|Cindy Blair (aug-06)
8149|Hon Hai Precision Ind. Cd., Ltd (sep-11).|Taipei|TW|AWR-TSMC|Enterprise|Off Maintenance|8149|Hon Hai Precision Ind. Cd., Ltd (sep-11).
8153|RF Power Amp LLc (aug-07)|KS|US|WTA|Enterprise|Off Maintenance|8153|RF Power Amp LLc (aug-07)
8158|Phil Jobson Consulting|CA|US|AWR-NW|Enterprise|On Maintenance|8158|Phil Jobson Consulting
8168|Lucix Corporation - El Segundo|CA|US|AWR-SW|Regional Office|Ex-Customer|1944|Lucix Corporation
8193|Robert Schill, Jr. (aug-07)|NV|US|AWR-SW|Enterprise|Off Maintenance|8193|Robert Schill, Jr. (aug-07)
8206|Plextek Ltd. (feb-12)|Essex|GB|AWR-UK|Enterprise|Off Maintenance|8206|Plextek Ltd. (feb-12)
822|Metawave Communications Corp|WA|US|AWR-NW|Enterprise|Out of Business|822|Metawave Communications Corp
8231|Auriga OEM|MA|US|AWR-NE|Regional Office|Ex-Customer|7096|Auriga Microwave
8249|Metatek, Ltd. (jul-11)|Moscow|RU|ETR|Enterprise|Off Maintenance|8249|Metatek, Ltd. (jul-11)
8253|Flextronics Design/Wavebreaker AB|Norrk÷ping|SE|AWR-SC|Regional Office|Out of Business|8408|Flextronics
8256|REMEC Broadband Wireless - CA|CA|US|AWR-SW|Enterprise|Off Maintenance|8256|REMEC Broadband Wireless
8262|Elsyscom|Mayenne|FR|AWR-FR|Enterprise|Ex-Customer|8262|Elsyscom
8266|Central Coast Microwave Design - cust/consultant retired.|CA|US|AWR-NW|Enterprise|Ex-Customer|8266|Central Coast Microwave Design
827|Northrop Grumman - Electronic Systems - IL|IL|US|AWR-NE|Regional Office|On Maintenance|1015|Northrop Grumman Systems Corporation
8276|Freescale Semiconductor - Tempe|AZ|US|AWR-SW|Enterprise|Partner|8276|Freescale Semiconductor
8279|Ecole SupTrieure des Technologies Electronique Informatique Infographie (ESTEI)|Bordeaux|FR|AWR-NI|University|On Maintenance|8279|Ecole Sup?rieure des Technologies Electronique Informatique Infographie (ESTEI)
8293|LEGIC Identsystems Ltd. - Signal Processing |Wetzikon|CH|WLB|Enterprise|Off Maintenance|8293|LEGIC Identsystems Ltd.
8298|Celestica - Toronto|ON|CA|AWR-NE|Site|Off Maintenance|96|Celestica
83|Enterasys|MA|US|AWR-NE|Enterprise|Ex-Customer|83|Enterasys
8303|Aida Electronics Design Lab|Yokohama|JP|AWR-JP|Enterprise|Off Maintenance|8303|Aida Electronics Design Lab
8306|Wireless Connections (sep-07)|MD|US|AWR-SE|Enterprise|Off Maintenance|8306|Wireless Connections (sep-07)
831|Cayman&Group.com (may-08)|TX|US|AWR-JP|NI Academic|No Service/Support|831|Cayman&Group.com (may-08)
8310|Linwave Technology|Lincolnshire|GB|AWR-UK|Enterprise|On Maintenance|8310|Linwave Technology
8315|Agilent Technologies UK Ltd (jul-06)|West Loftian|GB|AWR-APL|Enterprise|Off Maintenance|8315|Agilent Technologies UK Ltd (jul-06)
8318|ITT Corporation (mar-06)|CA|US|AWR-SW|Regional Office|Off Maintenance|9198|ITT Exelis
8322|Perlos  Oyj (dec-09)|Vantaa|FI|AWR-APL|Enterprise|Off Maintenance|8322|Perlos  Oyj (dec-09)
8329|The Swatch Group R&D SA (Asulab)|Marin|CH|AWR-APL|Enterprise|On Maintenance|8329|The Swatch Group R&D SA (Asulab)
8331|Beghelli S.p.A. (apr-13)|Bologna|IT|AWR-APL|Enterprise|Off Maintenance|8331|Beghelli S.p.A. (apr-13)
8333|Sasken Finland Oy|Kaustinen|FI|AWR-APL|Enterprise|Off Maintenance|8333|Sasken Finland Oy
8335|Centre Suisse d'Electronique et de Microtechnique (CSEM) SA (may-14)|Neuchatel|CH|AWR-APL|Regional Office|Off Maintenance|2197|Centre Suisse d'Electronique et de Microtechnique (CSEM) SA
8340|Intel - Tikva (jan-06)|Petach Tikva|IL|AWR-IL|Regional Office|Off Maintenance|6251|Intel Corporation
8343|KP Technologies Inc.|WA|US|AWR-NW|Enterprise|On Maintenance|8343|KP Technologies Inc.
8345|Neratec Solutions AG|Bubikon|CH|AWR-APL|Regional Office|On Maintenance|7371|Elektrobit Wireless Communications Oy
8348|Senfit Oy (oct-09)|Oulu|FI|AWR-APL|Enterprise|Off Maintenance|8348|Senfit Oy (oct-09)
8351|Elcoteq Design Center (dec-11)|Salo|FI|AWR-APL|Enterprise|Off Maintenance|8351|Elcoteq Design Center (dec-11)
8356|Esju Oy|Oulu|FI|AWR-APL|Enterprise|On Maintenance|8356|Esju Oy
8358|ETA SA Manufacture Horlogere Suisse (dec-07)|Schweiz|CH|AWR-APL|Enterprise|Off Maintenance|8358|ETA SA Manufacture Horlogere Suisse (dec-07)
8363|Powerwave Comtek Oy - Finland (oct-13)|Kempele|FI|AWR-APL|Regional Office|No Service/Support|8751|Powerwave Technologies, Inc.
8366|Fitelnet Oy|Vantaa|FI|AWR-APL|Enterprise|Off Maintenance|8366|Fitelnet Oy
8371|General Dynamics - Blackwood (jul-06)|Blackwood Gwent|GB|AWR-APL|Regional Office|Off Maintenance|8370|General Dynamics
8373|Harman/Becker Automotive Systems|Baden-Wnrtemberg|DE|AWR-EU|Enterprise|On Maintenance|8373|Harman/Becker Automotive Systems
8376|Hirschmann Car Communication GmbH|Neckartenzlingen|DE|AWR-APL|Enterprise|On Maintenance|8376|Hirschmann Car Communication GmbH
8379|Nvidia Development UK Ltd. - Bristol|Avon|GB|AWR-APL|Regional Office|On Maintenance|3510|Nvidia Corporation
8381|Imbera Electronics (dec-07)|Espoo|FI|AWR-APL|Enterprise|Off Maintenance|8381|Imbera Electronics (dec-07)
8390|Innovative Communications - Electronic Design and Development Engineering (mar-13)|Hampshire|GB|AWR-APL|Enterprise|Off Maintenance|8390|Innovative Communications
8392|Silicon Laboratories Hungary Ltd. (mar-13)|Budapest|HU|RSH|Regional Office|Off Maintenance|6802|Silicon Laboratories, Inc.
8395|IP Access / TTP Comm (dec-08)|Cambridge|GB|AWR-APL|Enterprise|Off Maintenance|8395|IP Access / TTP Comm (dec-08)
8397|Jotron Electronics|Tjodalyng|NO|AWR-APL|Enterprise|On Maintenance|8397|Jotron Electronics
8399|Kathrein Austria GmbH - Werk II Niederndorf|Tirol|AT|AWR-APL|Regional Office|On Maintenance|2398|Kathrein-Werke KG
8401|Pulse Finland Oy|Kempele|FI|AWR-APL|Regional Office|On Maintenance|8568|Pulse Electronics
8404|Marquardt GmbH - AEE2 Automotive Development|Baden-Wnrtenberg|DE|AWR-APL|Enterprise|On Maintenance|8404|Marquardt GmbH
8409|Flextronics - ODM Product Group|Oulu|FI|AWR-APL|Regional Office|Out of Business|8408|Flextronics
8411|MediaTek Singapore Pte Ltd. (jul-06)|Singapore|SG|RSE|Regional Office|Off Maintenance|7375|MediaTek Inc.
8414|National Institute of Information and Communications Technology (NICT) (mar-06)|Tokyo|JP|AWR-JP|Regional Office|Off Maintenance|6922|National Institute of Information & Communications Technology (NICT)
8416|Nederlandsche Apparatenfabrick N.V.|Groenlo|NL|AWR-APL|Enterprise|Off Maintenance|8416|Nederlandsche Apparatenfabrick N.V.
8419|Nokia Corporation|Helsinki|FI|AWR-APL|Enterprise|On Maintenance|8419|Nokia Corporation
8420|Orbis Eesti Ou (dec-08)|Tallinn|EE|AWR-APL|Regional Office|Off Maintenance|8422|Orbis Oy
8422|Orbis Oy - Vantaa|Vantaa|FI|AWR-APL|Enterprise|Off Maintenance|8422|Orbis Oy
8424|Pepperl+Fuchs GmbH|Mannheim|DE|AWR-APL|Enterprise|Off Maintenance|8424|Pepperl+Fuchs GmbH
8428|NXP Semiconductors Germany GmbH|Hamburg|DE|AWR-APL|Regional Office|Off Maintenance|8427|Philips
8431|Polar Electro Oy|Kempele|FI|AWR-APL|Enterprise|On Maintenance|8431|Polar Electro Oy
8434|Raytheon Systems Canada - APLAC|ON|CA|AWR-NE|Regional Office|Off Maintenance|6173|Raytheon
8439|Salcomp Oy (sep-13)|Salo|FI|AWR-APL|Enterprise|Off Maintenance|8439|Salcomp Oy (sep-13)
8442|Sanyo Electric Co., Ltd. (apr-06)|Tokyo|JP|AWR-JP|Regional Office|Off Maintenance|9484|Sanyo Electric Co., Ltd.
8444|Satel Oy|Salo|FI|AWR-APL|Enterprise|Off Maintenance|8444|Satel Oy
8449|BenQ Mobile GmbH & Co. OHG (jul-06)|Kamp-Lintfort|DE|AWR-APL|Regional Office|Off Maintenance|2969|Benq Corporation (apr-06)
8451|Silicide A/S|Kongens Lyngby|DK|AWR-APL|Enterprise|Off Maintenance|8451|Silicide A/S
8453|Sirius XM Radio, Inc. (dec-12)|NJ|US|AWR-NE|Enterprise|Off Maintenance|8453|Sirius XM Radio, Inc. (dec-12)
8456|Spinner GmbH|Feldkirchen-Westerham|DE|AWR-APL|Enterprise|On Maintenance|8456|Spinner GmbH
8458|STMicroelectronics - Crolles|Cedex|FR|AWR-FR|Enterprise|Ex-Customer|8458|STMicroelectronics
846|Microsource, Inc (may-10)|CA|US|AWR-NW|Enterprise|Off Maintenance|846|Microsource, Inc (may-10)
8461|STMicroelectronics - Grenoble|Cedex|FR|AWR-FR|Regional Office|Off Maintenance|8458|STMicroelectronics
8463|STMicroelectronics Tours SAS|Cedex 2|FR|AWR-FR|Regional Office|On Maintenance|8458|STMicroelectronics
8468|Teleste Corporation - Headquarters|Littoinen|FI|AWR-APL|Enterprise|Off Maintenance|8468|Teleste Corporation
8474|TimeTech GmbH|Stuttgart|DE|AWR-APL|Enterprise|On Maintenance|8474|TimeTech GmbH
8476|Coriant Oy|Espoo|FI|AWR-APL|Enterprise|On Maintenance|8476|Coriant Oy
8478|Transense Technologies Plc|Oxfordshire|GB|AWR-APL|Enterprise|Off Maintenance|8478|Transense Technologies Plc
848|Aerotech Telub (dec-05)|Solna|SE|AWR-SC|Enterprise|Off Maintenance|848|Aerotech Telub (dec-05)
8480|VLSI Solutions Oy (sep-13)|Tampere|FI|AWR-APL|Enterprise|Off Maintenance|8480|VLSI Solutions Oy (sep-13)
8482|Murata Electronics Oy|Vantaa|FI|AWR-APL|Enterprise|Off Maintenance|8482|Murata Electronics Oy
8488|VTT Elektroniikka - Oulu (dec-09)|Oulu|FI|AWR-NI|University|Ex-Customer|10152|VTT
8490|VTT - Sensing and Wireless Devices (mar-10)|Espoo|FI|Default Value|Regional Office|Off Maintenance|10152|VTT
8490|VTT - Sensing and Wireless Devices (mar-10)|Espoo|FI|AWR|Regional Office|Off Maintenance|10152|VTT
8496|Widex A/S (nov-09)|Vaerlose|DK|AWR-APL|Enterprise|Off Maintenance|8496|Widex A/S (nov-09)
8498|Xceive Corporation (jun-08)|CA|US|AWR-NW|Enterprise|Off Maintenance|8498|Xceive Corporation (jun-08)
8500|Xemics SA (dec-07)|Neuchatel|CH|AWR-APL|Enterprise|Off Maintenance|8500|Xemics SA (dec-07)
8503|Zensys A/S (sep-12)|Copenhagen|DK|AWR-APL|Enterprise|Off Maintenance|8503|Zensys A/S (sep-12)
851|Chung Cheng Institute of Technology|Taipei|TW|AWR-TSMC|Enterprise|Ex-Customer|851|Chung Cheng Institute of Technology
8517|Wave Technology (dec-05)|OH|US|AWR-NE|Enterprise|Off Maintenance|8517|Wave Technology (dec-05)
8529|Kongsberg Seatex AS|Trondheim|NO|AWR-SC|Regional Office|On Maintenance|9323|Kongsberg Gruppen ASA
8534|Coaxsys, Inc.|CA|US|AWR-NW|Enterprise|Ex-Customer|8534|Coaxsys, Inc.
854|Chung Hua University - Vanguard Information Co., Ltd.|Taipei|TW|AWR-NI|University|Ex-Customer|854|Chung Hua University
8547|Northrop Grumman - Space Technologies|CA|US|AWR-SW|Site|On Maintenance|1015|Northrop Grumman Systems Corporation
8548|University of Newcastle upon Tyne - School of Electrical & Electronic Engineering|Tyne & Wear|GB|AWR-NI|University|On Maintenance|8548|University of Newcastle upon Tyne
855|Chung-Won University - JasonTech, Inc.|Seoul|KR|AWR-NI|University|Ex-Customer|855|Chung-Won University
8552|Mokwon University (sep-06)|Daejun-shi|KR|AWR-NI|University|Ex-Customer|8552|Mokwon University (sep-06)
8554|IBITECH Co, Ltd.|Kanagawa|JP|AWR-JP|Regional Office|Out of Business|10057|IBIDEN Co., Ltd.
8560|Japan Radio Co., Ltd.|Tokyo|JP|AWR-JP|Enterprise|Off Maintenance|8560|Japan Radio Co., Ltd.
8562|Raj Mittra & Associates|PA|US|AWR-NE|Enterprise|Partner|8562|Raj Mittra & Associates
8565|R&D Microwaves LLC|NJ|US|AWR-NE|Enterprise|Off Maintenance|8565|R&D Microwaves LLC
8568|Pulse Electronics|CA|US|AWR-SW|Enterprise|On Maintenance|8568|Pulse Electronics
8571|Advanced Microwave Engineering|Firenze|IT|MED|Enterprise|Off Maintenance|8571|Advanced Microwave Engineering
8574|Auden Techno Corp|Taoyuan Hsien|TW|AWR-TSMC|Enterprise|Off Maintenance|8574|Auden Techno Corp
8576|Panasonic Electronic Devices Co., Ltd. - Circuit Components Business Unit - Development Team3 (may-11)|Osaka|JP|AWR-JP|Regional Office|Off Maintenance|9429|Panasonic
858|Forsvarest Forsknings Institut (FOI)|Linkoping|SE|AWR-SC|Enterprise|Off Maintenance|858|Forsvarest Forsknings Institut (FOI)
8588|CaymanServices.com|TX|US|AWR-NW|Regional Office|No Service/Support|831|Cayman&Group.com (may-08)
860|Lien Ho Institute of Technology|Taipei|TW|AWR-NI|University|Ex-Customer|860|Lien Ho Institute of Technology
8600|S5 Wireless, Inc.|UT|US|AWR-SW|Enterprise|Ex-Customer|8600|S5 Wireless, Inc.
8607|Lenovo Japan, Ltd. Product development Lab,  Engineering Technology|Shiga|JP|AWR-JP|Enterprise|On Maintenance|8607|Lenovo Japan, Ltd. Product development Lab,  Engineering Technology
861|National Tsing Hua University - Institute of Communications Engineering|Hsinchu|TW|AWR-NI|University|Ex-Customer|861|National Tsing Hua University
8610|CaymanSoftware.com|TX|US|AWR-NW|Site|No Service/Support|831|Cayman&Group.com (may-08)
8615|PCTEL Antenna Products Group, Inc.|IL|US|AWR-NE|Enterprise|Off Maintenance|8615|PCTEL Antenna Products Group, Inc.
8621|Jaalaa, Inc. - Lake Forest (feb-08)|CA|US|AWR-SW|Enterprise|Off Maintenance|8621|Jaalaa, Inc.
8624|Przemyslowy Instytut Telekomunikacji (PIT) (jan-08)|Gdansk|PL|RSO|Enterprise|Off Maintenance|8624|Przemyslowy Instytut Telekomunikacji (PIT) (jan-08)
863|Radiocommunications Agency (aug-03)|Surrey|GB|AWR-UK|Enterprise|Off Maintenance|863|Radiocommunications Agency (aug-03)
8632|Angular Systems, Inc.|KS|US|WTA|Enterprise|Consultant|8632|Angular Systems, Inc.
8639|Z-Communications, Inc. - San Diego|CA|US|AWR-SW|Enterprise|Off Maintenance|8639|Z-Communications, Inc.
8648|Northrop Grumman - Radio System Division|CA|US|AWR-SW|Site|On Maintenance|1015|Northrop Grumman Systems Corporation
865|Sejong University - JasonTech, Inc.|Soeul|KR|AWR-NI|University|Ex-Customer|865|Sejong University
8653|L-3 Communications - Titan Group - NY|NY|US|AWR-NE|Site|Off Maintenance|9134|L-3 Communications Holdings, Inc.
8654|FSUE Central Design Bureau of Automatics (oct-07)|Omsk|RU|ETR|Enterprise|Off Maintenance|8654|FSUE Central Design Bureau of Automatics (oct-07)
8655|Tampa Microwave (dec-13)|FL|US|AWR-SE|Regional Office|Off Maintenance|914|Thales
8656|Everett Charles Technologies - Multitest|MN|US|WTA|Regional Office|On Maintenance|9175|Xcerra Corporation
8657|Orban Microwave Products N.V.|Leuven|BE|AWR-BNL|Enterprise|Off Maintenance|8657|Orban Microwave Products N.V.
8658|Teltronic|Zaragoza|ES|AWR-SP|Enterprise|Off Maintenance|8658|Teltronic
8659|KROHNE Messtechnik GmbH & Co. KG|Duisburg|DE|AWR-DE|Enterprise|Off Maintenance|8659|KROHNE Messtechnik GmbH & Co. KG
8660|CmosOne Co. (oct-09)|Kanagawa|JP|AWR-JP|Enterprise|Off Maintenance|8660|CmosOne Co. (oct-09)
8661|Kaelus|Queensland|AU|AWR-AU|Regional Office|On Maintenance|10060048|Smiths Group Plc
8662|Rockwell Collins - San Jose|CA|US|AWR-NW|Site|On Maintenance|4862|Rockwell Collins
8663|MicroGaN GmbH|Ulm|DE|AWR-DE|Enterprise|Ex-Customer|8663|MicroGaN GmbH
8664|Rohde & Schwarz +sterreich SP.z o.o - HU|Budapest|HU|RSH|Rep|On Maintenance|8664|Rohde & Schwarz ?sterreich SP.z o.o
8667|Birla Institute of Technology|Ranchi|IN|AWR-NI|University|On Maintenance|8667|Birla Institute of Technology
8668|Thales University|West Sussex|GB|AWR-UK|Site|On Maintenance|914|Thales
8669|Ixia|OR|US|AWR-NW|Enterprise|On Maintenance|8669|Ixia
867|Technology Partnership|Herts|GB|AWR-UK|Enterprise|No Service/Support|867|Technology Partnership
8670|TelGaAs, Inc.|MO|US|WTA|Enterprise|On Maintenance|8670|TelGaAs, Inc.
8671|Smiths Detection (Ireland) Ltd.|Co Cork|IE|AWR-EU|Regional Office|Off Maintenance|10060048|Smiths Group Plc
8675|Alcatel-Lucent - Canada|ON|CA|AWR-NE|Regional Office|On Maintenance|9021|Alcatel-Lucent
8676|University of Plymouth - Facility of Technology|Devonshire|GB|AWR-NI|University|Ex-Customer|8676|University of Plymouth
8678|Honeywell International s.r.o. - CZ|Brno|CZ|RSA|Site|On Maintenance|8870|Honeywell International Inc.
8679|Axis Network Technology Ltd.|Buckinghamshire|GB|AWR-UK|Enterprise|Ex-Customer|8679|Axis Network Technology Ltd.
8680|NIROS Communications A/S (dec-09)|Farum|DK|AWR-APL|Enterprise|Off Maintenance|8680|NIROS Communications A/S (dec-09)
8682|Honeywell Avionics Singapore Inc. (jan-08)|missing|SG|RSE|Regional Office|Off Maintenance|8870|Honeywell International Inc.
8683|SELEX Communications Ltd. - Christchurch|Dorset|GB|AWR-UK|Regional Office|On Maintenance|9081|Finmeccanica
8684|Cobham-CTS Ltd|Oxford|GB|AWR-UK|Regional Office|Partner|9286|Cobham Plc
8685|Comtech AeroAstro, Inc. - VA (dec-12)|VA|US|AWR-SE|Enterprise|Off Maintenance|8685|Comtech AeroAstro, Inc.
8686|Microsoft Mobile Corporation - San Diego (dec-11)|CA|US|AWR-SW|Regional Office|Off Maintenance|10768|Microsoft Corporation
8687|Harvard University|MA|US|AWR-NE|University|On Maintenance|8687|Harvard University
8689|BAE Systems - Electronics & Integrated Solutions - Network Enabled Solutions|NJ|US|AWR-NE|Site|On Maintenance|9201|BAE Systems plc
8693|Technische Fachhochschule Berlin|Berlin|DE|AWR-NI|University|Ex-Customer|8693|Technische Fachhochschule Berlin
8694|Korea Basic Science Institute (KBSI) (oct-13)|Daejeon|KR|AWR-KR|Enterprise|Off Maintenance|8694|Korea Basic Science Institute (KBSI) (oct-13)
8696|National Taiwan University of Science & Technology|Taipei|TW|AWR-NI|University|On Maintenance|8696|National Taiwan University of Science & Technology
8697|Thales Defense & Security, Inc. - Maryland|MD|US|AWR-SE|Regional Office|On Maintenance|914|Thales
8699|Hitachi Cable, Ltd. (mar-11)|Ibaraki|JP|AWR-JP|Regional Office|Off Maintenance|9292|Hitachi, Ltd.
87|Canon, Inc. - Kosugi Office (oct-07)|Kanagawa|JP|AWR-JP|Regional Office|Off Maintenance|5728|Canon, Inc.
8701|COJOT OY|Espoo|FI|AWR-APL|Enterprise|Off Maintenance|8701|COJOT OY
8702|Semiconductor Manufacturing International Corporation (SMIC)|Shanghai|CN|AWR-TSMC|Enterprise|Ex-Customer|8702|Semiconductor Manufacturing International Corporation (SMIC)
8703|L-3 Narda Microwave Tech Center - Telemetry West|CA|US|AWR-SW|Regional Office|On Maintenance|9134|L-3 Communications Holdings, Inc.
8705|Epitactix (nov-07)|NSW|AU|AWR-AU|Enterprise|Out of Business|8705|Epitactix (nov-07)
8706|High Power Microwave (may-13)|TX|US|AWR-CE|Enterprise|Off Maintenance|8706|High Power Microwave (may-13)
8707|Raul Lozano|CA|US|AWR-SW|Enterprise|Off Maintenance|8707|Raul Lozano
8708|BBN Technologies Corporation (dec-06)|VA|US|AWR-SE|Enterprise|Ex-Customer|8708|BBN Technologies Corporation (dec-06)
8709|Chattahoochee Technical College - South Cobb Campus|GA|US|AWR-NI|University|Ex-Customer|8709|Chattahoochee Technical College
8710|ThruVision Ltd (jul-10)|Oxfordsire|GB|AWR-UK|Enterprise|Off Maintenance|8710|ThruVision Ltd (jul-10)
8712|Siddaganga Institute of Technology|Karnataka|IN|AWR-NI|University|On Maintenance|8712|Siddaganga Institute of Technology
8713|Medrad, Inc. (dec-09)|PA|US|AWR-NE|Enterprise|Off Maintenance|8713|Medrad, Inc. (dec-09)
8714|Syntronic AB|Gavle|SE|AWR-SC|Enterprise|Off Maintenance|8714|Syntronic AB
8716|Omsk State Technical University - Faculty of Industrial Electronics|Omsk|RU|AWR-NI|University|Ex-Customer|8716|Omsk State Technical University
8717|Thoronics Ltd. (mar-08)|Bevaix|CH|AWR-EU|Enterprise|Off Maintenance|8717|Thoronics Ltd. (mar-08)
8718|Taiyo Yuden Co. Ltd. - R&D Center|Gunma|JP|AWR-JP|Regional Office|Ex-Customer|10060040|Taiyo Yuden Co. Ltd.
8719|AeroStream Communications|CO|US|AWR-SW|Enterprise|Off Maintenance|8719|AeroStream Communications
8720|Innowireless Co. Ltd.|Gyeonggi-Do|KR|AWR-KR|Enterprise|Off Maintenance|8720|Innowireless Co. Ltd.
